103,103,5
,0.547958,0.599802,0.654484,0.720519,0.787311,0.857697,0.952493,1.00055,1.08589,1.20358,1.28948,1.38163,1.46564,1.52051,1.53754,1.53281,1.48872,1.41114,1.29648,1.17955,0.975387,0.858643,0.732061,0.589963,0.528847,0.568771,0.578042,0.524874,0.507845,0.536983,0.627048,0.79696,1.02401,1.16971,1.37216,1.61095,1.77916,1.9485,2.10858,2.0872,2.03611,1.97121,1.88531,1.81322,1.77689,1.75929,2.81566,2.91916,3.02304,3.12673,3.23023,3.33391,3.4376,3.5411,3.64479,3.74829,3.85198,3.95585,4.05935,4.16304,4.26654,4.37023,4.44118,4.47619,4.51119,4.54619,2.68227,2.55814,2.39996,2.16421,1.89647,1.76667,1.71861,1.62457,1.64293,1.78616,1.73091,1.5873,1.37065,1.14341,0.960061,0.87397,0.886079,1.16971,2.19675,2.2204,2.2363,2.25011,2.27433,2.32674,2.3941,2.41756,2.38956,2.37082,2.39069,2.41775,2.50422,2.64064,2.66524,2.49457,2.29741,2.21567,2.21132
,0.569906,0.634049,0.702165,0.774066,0.844263,0.91465,0.9892,1.07151,1.16346,1.26204,1.37311,1.48588,1.57954,1.64728,1.6838,1.67888,1.61473,1.49326,1.35173,1.19998,1.04388,0.889296,0.724303,0.614749,0.607559,0.607559,0.567825,0.541714,0.545498,0.614182,0.738115,0.927138,1.17955,1.44104,1.72221,1.98994,2.22627,2.40167,2.5169,2.53128,2.48719,2.41169,2.32787,2.24103,2.16969,2.14491,2.82096,2.92446,3.02815,3.13165,3.23533,3.33921,3.44252,3.54621,3.65009,3.75359,3.85727,3.96077,4.06446,4.16815,4.27184,4.37552,4.47902,4.58271,4.6864,4.7899,3.43495,3.28491,3.04158,2.78747,2.56761,2.40394,2.36155,2.39353,2.41832,2.44045,2.41056,2.30176,2.15134,2.1625,2.13923,2.29363,2.51595,2.49495,2.4624,2.45219,2.49552,2.5536,2.60885,2.70403,2.81226,2.83761,2.73903,2.67016,2.72541,2.80469,2.9729,3.20922,3.21509,2.8115,2.41415,2.23384,2.21132
,0.58334,0.659971,0.75382,0.830829,0.881349,0.95798,1.05599,1.14833,1.25031,1.34946,1.46753,1.60433,1.71861,1.79581,1.84198,1.83252,1.75286,1.6119,1.45371,1.27207,1.13508,0.908028,0.737737,0.707463,0.651267,0.598856,0.571798,0.571231,0.618912,0.72033,0.880781,1.10178,1.40301,1.73791,2.07849,2.40905,2.68,2.88245,2.9939,3.01377,2.95984,2.88851,2.83156,2.73127,2.6431,2.57309,2.82607,2.92957,3.03344,3.13694,3.24063,3.34432,3.44782,3.55151,3.65519,3.75869,3.86238,3.96607,4.06976,4.17326,4.27695,4.38063,4.48413,4.58782,4.69151,4.7952,4.3409,4.25783,4.0164,3.62341,3.29758,3.11537,3.06315,3.05596,3.01528,2.95662,2.93846,2.98614,3.1184,3.26182,3.26977,3.32029,3.46731,3.48226,3.29039,3.05956,3.02058,3.11783,3.15435,3.22777,3.29834,3.25331,3.07507,2.96268,3.01547,3.12294,3.30402,3.50212,3.3973,2.87356,2.42418,2.23062,2.21132
,0.584475,0.684569,0.807556,0.902919,0.938302,1.0191,1.14095,1.24672,1.35116,1.45882,1.59335,1.74397,1.87282,1.97045,2.0293,2.00697,1.91804,1.77916,1.60187,1.42004,1.23782,0.956088,0.840479,0.793744,0.719194,0.670188,0.620804,0.659971,0.78031,0.927706,1.12203,1.37425,1.70026,2.06676,2.46354,2.8554,3.15511,3.37705,3.48963,3.50799,3.47809,3.45236,3.35624,3.23363,3.12597,3.05842,2.83118,2.93487,3.03855,3.14205,3.24574,3.34924,3.45293,3.5568,3.6603,3.76399,3.86768,3.97118,4.07487,4.17837,4.28205,4.38593,4.48943,4.59312,4.69662,4.80031,4.93313,4.91345,4.8881,4.26881,3.9602,3.792,3.69985,3.61149,3.50685,3.41698,3.40108,3.51858,3.81943,4.1865,4.32179,4.39009,4.61204,4.58896,4.14942,3.61489,3.39276,3.45217,3.42095,3.36381,3.33694,3.24763,3.06523,2.96684,3.00355,3.06618,3.11424,3.0728,2.81528,2.36647,1.97916,1.74643,0.895729
,0.605478,0.723735,0.853724,0.963088,1.03348,1.12619,1.25485,1.37273,1.50461,1.67623,1.83592,1.98881,2.11501,2.20205,2.24121,2.2011,2.09836,1.94983,1.75986,1.58276,1.35343,1.06261,0.957034,0.866212,0.839155,0.79942,0.805664,0.883052,1.05164,1.25183,1.47907,1.74548,2.06052,2.43062,2.85313,3.27866,3.62871,3.86673,4.00372,4.05576,4.02473,3.9445,3.79729,3.66712,3.55245,3.58916,2.83629,2.93997,3.04347,3.14735,3.25104,3.35454,3.45823,3.56191,3.66541,3.7691,3.8726,3.97648,4.08016,4.18366,4.28735,4.39085,4.49454,4.59823,4.70191,4.8056,4.69567,4.68167,4.66805,5.17627,5.02547,4.79293,4.511,4.2321,4.02208,3.88774,3.827,3.90363,4.22283,4.67807,4.94278,4.98592,5.17343,5.06672,4.44667,3.72539,3.33637,3.16381,3.0166,2.91481,2.85256,2.77706,2.67205,2.53733,2.44916,2.32409,2.08606,1.83763,1.55929,1.27926,1.01512,0.890431,0.831208
,0.653349,0.781256,0.92184,1.04048,1.15306,1.27737,1.42193,1.58919,1.78067,1.99713,2.16591,2.30801,2.41283,2.46808,2.46619,2.40167,2.28909,2.12485,1.92542,1.32146,1.03045,1.00263,0.991849,0.984659,0.984659,0.984469,0.98428,1.22098,1.4329,1.66733,1.91747,2.17158,2.459,2.8062,3.21641,3.66087,4.05803,4.33768,4.5004,4.51895,4.42945,4.28792,4.13031,3.99615,3.96475,4.05784,2.84158,2.94527,3.04877,3.15246,3.25615,3.35965,3.46333,3.56721,3.67071,3.7744,3.8779,3.98159,4.08527,4.18877,4.29246,4.39615,4.49984,4.60334,4.70702,4.81071,4.44478,4.43115,4.41753,4.97741,6.28259,5.99688,5.39538,4.82396,4.46748,4.29114,4.18272,4.1515,4.34355,4.69018,4.88432,4.89245,4.98441,4.9004,4.40693,3.81678,3.42625,3.04366,2.5413,2.36496,2.08474,1.38219,1.35173,1.21001,1.24331,1.28361,1.26034,1.1663,1.06129,0.97482,0.902541,0.845777,0.82118
,0.715221,0.860157,1.01512,1.16025,1.29686,1.45296,1.62968,1.84482,2.0819,2.32333,2.50119,2.62153,2.69513,2.72106,2.67602,2.58596,2.45635,2.29987,2.10252,1.01247,0.981442,0.981253,0.981253,0.980874,0.980685,0.980307,0.980117,1.53262,1.51521,1.70347,2.38312,2.61037,2.85237,3.13619,3.50439,3.93939,4.29322,4.58858,4.7706,4.75187,4.59558,4.45651,4.3426,4.24005,4.21034,4.30116,3.31688,3.35208,3.38708,3.42228,3.46277,3.50591,3.54886,3.592,3.67582,3.77951,3.88301,3.98688,4.09038,4.19407,4.29776,4.40126,4.50495,4.60863,4.71213,4.81601,4.19464,4.18083,4.1672,4.65177,6.00861,6.99024,6.11022,5.28317,4.81071,4.63683,4.54638,4.47278,4.54676,4.7127,4.74865,4.82528,4.94562,5.09548,5.06501,4.86785,4.41431,3.65614,2.73373,2.02646,1.60092,1.31635,1.17898,1.14852,1.168,1.19752,1.20112,1.15192,1.091,1.02572,0.9436,0.872456,0.822315
,0.79469,0.953817,1.12297,1.28967,1.45504,1.64255,1.85087,2.09987,2.37272,2.62986,2.80999,2.9114,2.95265,2.93657,2.86202,2.7483,2.60072,2.42929,2.23724,1.03707,0.977658,0.977279,0.97709,0.986929,0.987875,0.988821,0.989956,0.990713,0.991849,1.56724,2.83042,3.00393,3.15927,3.35548,3.63552,3.96664,4.28073,4.54676,4.6951,4.65367,4.55963,4.4671,4.36077,4.25046,4.23191,4.33522,4.5723,4.72784,4.76284,4.79803,4.83304,4.86823,4.90324,4.93843,4.97362,5.00863,5.04382,5.07901,5.11402,5.14921,5.18403,5.21922,4.89718,4.00524,4.11025,4.28243,3.94412,3.93031,3.9165,4.32633,5.68298,7.03963,6.69545,5.85932,5.4529,5.34921,5.30077,5.32669,5.40086,5.46766,5.50625,5.64041,5.84703,6.12025,6.33008,6.15582,5.40843,4.32084,3.2885,2.48076,1.90896,1.53981,1.32808,1.2471,1.22061,1.21588,1.21266,1.18163,1.13243,1.06791,0.987875,0.90746,0.845209
,0.885512,1.05656,1.23877,1.42609,1.62268,1.83781,2.08133,2.34169,2.63232,2.86599,3.03572,3.11537,3.13051,3.09872,3.00752,2.87489,2.71141,2.52428,2.31576,1.06167,0.973495,0.973306,0.973117,0.999606,1.00074,1.00169,1.00263,1.00377,1.00453,1.47642,2.84575,3.27128,3.3288,3.45444,3.64309,3.87695,4.12179,4.31668,4.41318,4.40542,4.33352,4.2391,4.14298,4.069,4.06995,4.19275,4.45499,4.88148,5.42357,6.03037,6.20899,6.24399,6.27919,6.31438,6.34938,6.38458,6.41977,6.45458,6.48978,6.52497,6.55998,6.10965,4.72557,3.73447,3.72085,3.70704,3.69342,3.67979,3.66579,4.00089,5.35734,6.71399,7.45438,7.01238,6.91588,6.85231,6.89318,6.94635,7.01976,7.10623,7.14559,7.14596,7.16716,7.23054,7.17075,6.76489,5.91703,4.84345,3.83892,2.96325,2.25862,1.8013,1.50707,1.35041,1.26848,1.22212,1.19487,1.17803,1.14662,1.10556,1.05183,0.976333,0.90992
,0.978982,1.16573,1.37065,1.58049,1.77935,2.00167,2.25503,2.52522,2.79258,3.01888,3.1886,3.24328,3.2535,3.21206,3.11254,2.96892,2.79125,2.58728,2.3642,1.1084,0.969711,0.969332,0.969143,1.01247,1.01361,1.01436,1.0155,1.01626,1.01739,1.38541,2.75492,3.34848,3.38065,3.45217,3.57951,3.75018,3.92766,4.0603,4.10495,4.06824,3.98802,3.90268,3.82719,3.76588,3.78499,3.9305,4.19445,4.59369,5.13426,5.69849,6.31192,6.87066,7.39156,7.69014,7.72533,7.76034,7.79534,7.83053,7.86573,7.90073,7.31834,5.93425,4.55017,3.48434,3.47052,3.45671,3.44309,3.42928,3.41546,3.67525,5.03171,6.38855,7.74501,9.04981,9.20308,8.79343,8.6396,8.51472,8.42087,8.36184,8.317,8.30867,8.27499,8.13346,7.84775,7.30377,6.46632,5.42697,4.38139,3.41944,2.61093,2.05598,1.68512,1.44861,1.30235,1.21379,1.16233,1.16006,1.15211,1.13149,1.09062,1.03821,0.978982
